"Compound_ID","MOA"
"Pimozide","dopamine receptor antagonist"
"Pinacidil","potassium channel activator, ATP channel activator"
"Pinaverium bromide","calcium channel blocker"
"Pindolol","adrenergic receptor antagonist"
"Pioglitazone","PPAR receptor agonist, insulin sensitizer"
"Pipemidic acid","topoisomerase inhibitor"
"Piperacillin Sodium","bacterial cell wall synthesis inhibitor"
"Piperaquine phosphate","antimalarial agent"
"Piperazine","benzodiazepine receptor agonist"
"Piperine","monoamine oxidase inhibitor"
"Piperonyl butoxide","cytochrome P450 inhibitor"
"Piracetam","acetylcholine receptor agonist"
"Pirarubicin","topoisomerase inhibitor"
"Pirenzepine dihydrochloride","acetylcholine receptor antagonist"
"Pirfenidone","TGF beta receptor inhibitor"
"Piribedil","dopamine receptor agonist"
"Piroctone Olamine","bacterial cell wall synthesis inhibitor"
"Piromidic Acid","bacterial DNA gyrase inhibitor"
"Piroxicam","cyclooxygenase inhibitor"
"Pitolisant hydrochloride","histamine receptor antagonist"
"Pivmecillinam hydrochloride","bacterial cell wall synthesis inhibitor"
"Pixantrone Maleate","topoisomerase inhibitor"
"Pizotifen Malate","serotonin receptor antagonist"
"PJ34","PARP inhibitor"
"Plerixafor (AMD3100)","CC chemokine receptor antagonist"
"Plerixafor 8HCl (AMD3100 8HCl)","CC chemokine receptor antagonist"
"Plinabulin (NPI-2358)","tubulin polymerization inhibitor"
"PluriSIn #1 (NSC 14613)","stearoyl-CoA desaturase inhibitor"
"PLX-4720","RAF inhibitor"
"PLX8394","serine/threonine kinase inhibitor"
"PMSF","serine protease inhibitor"
"PNU-120596","acetylcholine receptor agonist"
"Polydatin","ICAM1 expression inhibitor"
"Polymyxin B sulphate","bacterial permeability inducer"
"Pomalidomide","tumor necrosis factor production inhibitor, angiogenesis inhibitor"
"Ponatinib (AP24534)","PDGFR tyrosine kinase receptor inhibitor, FLT3 inhibitor, Bcr-Abl kinase inhibitor"
"Ponesimod","sphingosine 1 phosphate receptor agonist"
"Posaconazole","sterol demethylase inhibitor"
"Potassium acetate","bacterial cell wall synthesis inhibitor"
"Povidone iodine","bacterial cell wall synthesis inhibitor"
"Poziotinib (HM781-36B)","EGFR inhibitor"
"PP1","protein tyrosine kinase inhibitor, src inhibitor"
"PP121","protein tyrosine kinase inhibitor"
"PP2","mTOR inhibitor, src inhibitor"
"PP242","mTOR inhibitor"
"PQ 401","IGF-1 inhibitor"
"PR-619","DUB inhibitor"
"Pracinostat (SB939)","HDAC inhibitor"
"Pralatrexate","dihydrofolate reductase inhibitor"
"Pralidoxime chloride","acetylcholinesterase inhibitor"
"Pralidoxime Iodide","acetylcholinesterase inhibitor"
"Pramipexole","dopamine receptor agonist"
"Pramipexole 2HCl Monohydrate","dopamine receptor agonist"
"Pramipexole dihydrochloride","dopamine receptor agonist"
"Pramiracetam","acetylcholine receptor agonist"
"Pramoxine HCl","topical anesthetic"
"Pranlukast","leukotriene receptor antagonist"
"Pranoprofen","cyclooxygenase inhibitor"
"Prasugrel Hydrochloride","purinergic receptor antagonist"
"Pravastatin sodium","HMGCR inhibitor"
"Praziquantel","anthelmintic agent"
"Prazosin HCl","adrenergic receptor antagonist"
"Prednisolone","glucocorticoid receptor agonist"
"Prednisolone Acetate","glucocorticoid receptor agonist"
"Prednisone","glucocorticoid receptor agonist"
"Pregnenolone","glutamate receptor modulator"
"Prilocaine","local anesthetic"
"Prilocaine hydrochloride","local anesthetic"
"Primaquine Diphosphate","DNA inhibitor, antimalarial agent"
"Primidone","GABA receptor antagonist"
"Pritelivir (BAY 57-1293)","helicase primase inhibitor"
"Proadifen HCl","nitric oxide synthase inhibitor"
"Probenecid","uricosuric blocker"
"Probucol","atherogenesis inhibitor"
"Procainamide HCl","sodium channel blocker"
"Procaine","HMGCR inhibitor"
"Procaine HCl","HMGCR inhibitor"
"Procarbazine HCl","monoamine oxidase inhibitor"
"Procaterol HCl","adrenergic receptor antagonist"
"Prochlorperazine dimaleate salt","dopamine receptor antagonist"
"Procyclidine HCl","acetylcholine receptor antagonist"
"Proflavine","topical anesthetic"
"Proflavine Hemisulfate","bacterial cell wall synthesis inhibitor"
"Progesterone","progesterone receptor agonist"
"Proguanil","dihydrofolate reductase inhibitor"
"Promazine hydrochloride","dopamine receptor antagonist"
"Promestriene","estrogen receptor agonist"
"Promethazine HCl","histamine receptor antagonist"
"Propacetamol hydrochloride","cyclooxygenase inhibitor"
"Propafenone HCl","antiarrhythmic"
"Propantheline bromide","acetylcholine receptor antagonist"
"Proparacaine HCl","sodium channel blocker"
"Propiverine hydrochloride","acetylcholine receptor antagonist"
"Propranolol HCl","adrenergic receptor antagonist"
"Propylthiouracil","thyroid peroxidase inhibitor"
"Prostaglandin E2 (PGE2)","prostanoid receptor agonist"
"Protirelin","thyrotropin releasing hormone receptor agonist"
"Protopine","calcium channel blocker"
"Protriptyline hydrochloride","tricyclic antidepressant"
"Proxyphylline","adenosine receptor antagonist"
"PRT062607 (P505-15. BIIB057) HCl","SYK inhibitor"
"Prucalopride Succinat","serotonin receptor agonist"
"Prucalopride Succinate","serotonin receptor antagonist"
"Prulifloxacin (NM441. AF 3013)","bacterial DNA gyrase inhibitor"
"PRX-08066 Maleic acid","serotonin receptor antagonist"
"Psoralen","thymidylate synthase inhibitor"
"PT2385","hypoxia inducible factor inhibitor"
"PTC-209","BMI-1 inhibitor"
"Puerarin","serotonin receptor antagonist"
"Purmorphamine","smoothened receptor agonist"
"Puromycin 2HCl","bacterial cell wall synthesis inhibitor"
"PYR-41","ubiquitin activating enzyme inhibitor"
"Pyrantel Pamoate","bacterial cell wall synthesis inhibitor"
"Pyrazinamide","fatty acid synthase inhibitor"
"Pyridostigmine Bromide","cholinesterase inhibitor"
"Pyridoxine HCl","vitamin B"
"Pyrilamine Maleate","histamine receptor antagonist"
"Pyrimethamine","dihydrofolate reductase inhibitor"
"pyrvinium","bacterial cell wall synthesis inhibitor"
"QNZ (EVP4593)","NFkB pathway inhibitor"
"Quercetin Dihydrate","polar auxin transport inhibitor"
"Quercitrin","cyclooxygenase inhibitor"
"Quetiapine","dopamine receptor antagonist, serotonin receptor antagonist"
"Quinacrine 2HCl","cytokine production inhibitor, NFkB pathway inhibitor, TP53 activator"
"Quinacrine Dihydrochloride Dihydrate","cytokine production inhibitor, NFkB pathway inhibitor, TP53 activator"
"Quinapril HCl","angiotensin converting enzyme inhibitor"
"Quinestrol","estrogen receptor agonist"
"Quinidine sulfate","sodium channel blocker"
"Quinine HCl Dihydrate","hemozoin biocrystallization inhibitor"
"Quisinostat (JNJ-26481585)","HDAC inhibitor"
"Quizartinib (AC220)","FLT3 inhibitor"
"R406","SYK inhibitor"
"R406 (free base)","SYK inhibitor"
"R547","CDK inhibitor"
"R788 (Fostamatinib) Disodium","SYK inhibitor"
"Rabeprazole","ATPase inhibitor, gastrin inhibitor"
"Racecadotril","enkephalinase inhibitor"
"Ractopamine HCl","adrenergic receptor agonist"
"Radotinib","Bcr-Abl kinase inhibitor"
"RAF265 (CHIR-265)","VEGFR inhibitor, RAF inhibitor"
"Rafoxanide","bacterial cell wall synthesis inhibitor"
"Ralimetinib (LY2228820)","p38 MAPK inhibitor"
"Raloxifene","selective estrogen receptor modulator (SERM), estrogen receptor antagonist"
"Raltegravir (MK-0518)","HIV integrase inhibitor"
"Raltegravir potassium","HIV integrase inhibitor, HIV protease inhibitor"
"Raltitrexed","thymidylate synthase inhibitor"
"Ramatroban","prostanoid receptor antagonist"
"Ramelteon","melatonin receptor agonist"
"Ramipril","angiotensin converting enzyme inhibitor"
"Ramosetron Hydrochloride","serotonin receptor antagonist"
"Ranitidine","histamine receptor antagonist"
"Ranolazine","sodium channel blocker"
"Rapamycin (Sirolimus)","mTOR inhibitor"
"Rasagiline Mesylate","monoamine oxidase inhibitor"
"Rebamipide","free radical scavenger"
"Rebeprazole sodium","proton pump inhibitor"
"Reboxetine mesylate","adrenergic receptor antagonist"
"Refametinib (RDEA119. Bay 86-9766)","MEK inhibitor"
"Regadenoson","adenosine receptor agonist"
"Regorafenib (BAY 73-4506)","FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, RET tyrosine kinase inhibitor, RAF inhibitor, KIT inhibitor"
"Regorafenib Monohydrate","FGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, RET tyrosine kinase inhibitor, RAF inhibitor, KIT inhibitor"
"Relugolix","gonadotropin releasing factor hormone receptor antagonist"
"Repaglinide","insulin secretagogue"
"Reparixin (Repertaxin)","CC chemokine receptor antagonist"
"RepSox","TGF beta receptor inhibitor"
"Reserpine","vesicular monoamine transporter inhibitor"
"Resiquimod","toll-like receptor agonist"
"Resminostat","HDAC inhibitor"
"Resorcinol","phosphodiesterase inhibitor"
"Resveratrol","cytochrome P450 inhibitor, SIRT activator"
"Retapamulin","protein synthesis inhibitor"
"Retigabine 2HCl","potassium channel activator"
"Revaprazan Hydrochloride","potassium-competitive acid antagonist"
"Revefenacin","cholinergic receptor antagonist"
"RG108","DNA methyltransferase inhibitor"
"RG2833 (RGFP109)","HDAC inhibitor"
"RGFP966","HDAC inhibitor"
"Rheochrysidin","protein tyrosine kinase inhibitor"
"Ribavirin","antiviral"
"Ribostamycin Sulfate","bacterial cell wall synthesis inhibitor"
"Ricolinostat (ACY-1215)","HDAC inhibitor"
"Ridaforolimus (Deforolimus. MK-8669)","mTOR inhibitor"
"Rifabutin","protein synthesis inhibitor"
"Rifampin","RNA polymerase inhibitor"
"Rifapentine","RNA polymerase inhibitor"
"Rifaximin","RNA synthesis inhibitor"
"Rigosertib (ON-01910)","cell cycle inhibitor, PLK inhibitor"
"Rilmenidine Phosphate","imidazoline receptor agonist, adrenergic receptor agonist"
"Rilpivirine","non-nucleoside reverse transcriptase inhibitor"
"Riluzole","glutamate inhibitor"
"Rimantadine","RNA synthesis inhibitor, antiviral"
"Rimantadine Hydrochloride","RNA synthesis inhibitor, antiviral"
"Rimegepant (BMS-927711)","calcitonin antagonist"
"Rimonabant","cannabinoid receptor antagonist"
"Riociguat (BAY 63-2521)","guanylate cyclase stimulant"
"Ripasudil (K-115) hydrochloride dihydrate","rho associated kinase inhibitor"
"Ripretinib (DCC-2618)","KIT inhibitor"
"Risperidone","dopamine receptor antagonist, serotonin receptor antagonist"
"RITA (NSC 652287)","MDM inhibitor"
"Ritodrine HCl","adrenergic receptor agonist"
"Ritonavir","HIV protease inhibitor"
"Rivaroxaban","coagulation factor inhibitor"
"Rivastigmine Tartrate","acetylcholinesterase inhibitor"
"Rizatriptan Benzoate","serotonin receptor agonist"
"RKI-1447","rho associated kinase inhibitor"
"Ro 31-8220 Mesylate","PKC inhibitor"
"Robenidine Hydrochoride","bacterial cell wall synthesis inhibitor"
"Rocuronium Bromide","acetylcholine receptor antagonist"
"Rofecoxib","cyclooxygenase inhibitor"
"Roflumilast","phosphodiesterase inhibitor"
"Rolapitant","neurokinin receptor antagonist"
"Rolipram","phosphodiesterase inhibitor"
"Ronidazole","antiprotozoal agent"
"Ropinirole HCl","dopamine receptor agonist"
"Ropivacaine","sodium channel blocker"
"Ropivacaine HCl","sodium channel blocker"
"Ropivacaine Mesilate","sodium channel blocker"
"Roquinimex","tumor necrosis factor production inhibitor, angiogenesis inhibitor"
"Roscovitine (Seliciclib.CYC202)","CDK inhibitor"
"Rosiglitazone","PPAR receptor agonist, insulin sensitizer"
"Rosiglitazone HCl","PPAR receptor agonist, insulin sensitizer"
"Rosiglitazone maleate","PPAR receptor agonist, insulin sensitizer"
"Rosmarinic acid","GABA transaminase inhibitor"
"Rosuvastatin Calcium","HMGCR inhibitor"
"Rotenone (Barbasco)","bacterial cell wall synthesis inhibitor"
"Rotigotine","dopamine receptor agonist"
"Rotundine","serotonin receptor agonist"
"Roxatidine Acetate HCl","histamine receptor antagonist"
"Roxithromycin","bacterial 50S ribosomal subunit inhibitor"
"RRx-001","glucose 6-phosphate dehydrogenase inhibitor"
"RS-127445","serotonin receptor antagonist"
"Ruboxistaurin (LY333531 HCl)","PKC inhibitor"
"Rucaparib (AG-014699.PF-01367338)","PARP inhibitor"
"Rufinamide","voltage-gated sodium channel blocker"
"Rupatadine Fumarate","platelet activating factor receptor antagonist, histamine receptor antagonist"
"Rutaecarpine","cyclooxygenase inhibitor"
"Rutin","nitric oxide scavenger, capillary stabilizing agent, antioxidant"
"Ruxolitinib (INCB018424)","JAK inhibitor"
"Ruxolitinib Phosphate","JAK inhibitor"
"S 38093","histamine receptor antagonist"
"S- (+)-Rolipram","phosphodiesterase inhibitor"
"S-Ruxolitinib (INCB018424)","JAK inhibitor"
"S1RA","sigma receptor antagonist"
"S3I-201","STAT inhibitor"
"S49076","tyrosine kinase inhibitor"
"Saccharin","DNA polymerase inhibitor"
"Sacubitril/valsartan (LCZ696)","angiotensin receptor antagonist"
"Safinamide Mesylate","monoamine oxidase inhibitor, dopamine uptake inhibitor, glutamate inhibitor"
"Saikosaponin A","NFkB pathway inhibitor"
"Saikosaponin D","ATPase inhibitor"
"Sal003","eukaryotic translation initiation factor inhibitor"
"Salbutamol","adrenergic receptor agonist"
"Salbutamol Sulfate","adrenergic receptor agonist"
"Salicin","anti-inflammatory agent"
"Salicylamide","analgesic agent"
"Salicylanilide","other antibiotic"
"Salicylic acid","prostanoid receptor antagonist"
"Salidroside","beta amyloid protein neurotoxicity inhibitor"
"Salmeterol","adrenergic receptor agonist"
"Salmeterol Xinafoate","adrenergic receptor antagonist"
"Salmon Calcitonin Acetate","vasopressin receptor agonist"
"Salubrinal","eukaryotic translation initiation factor inhibitor"
"Salvianolic acid B","SIRT inhibitor"
"Sanguinarine chloride","apoptosis stimulant"
"SANT-1","smoothened receptor antagonist"
"Sapitinib (AZD8931)","EGFR inhibitor"
"Sapropterin Dihydrochloride","phenylalanine 4-hydroxylase stimulant"
"SAR125844","c-Met inhibitor"
"SAR131675","VEGFR inhibitor"
"SAR245409 (XL765)","PI3K inhibitor"
"Saracatinib (AZD0530)","src inhibitor"
"Sarafloxacin HCl","bacterial DNA gyrase inhibitor"
"Sarcosine","Glycine transporter 1 inhibitor"
"Sarpogrelate hydrochloride","serotonin receptor antagonist"
"Sasapyrine","NFkB pathway inhibitor"
"Savolitinib(AZD6094. HMPL-504)","c-Met inhibitor"
"Saxagliptin hydrate","dipeptidyl peptidase inhibitor"
"SB202190 (FHPI)","p38 MAPK inhibitor"
"SB203580","p38 MAPK inhibitor"
"SB216763","glycogen synthase kinase inhibitor"
"SB269970 HCl","serotonin receptor antagonist"
"SB271046","serotonin receptor antagonist"
"SB408124","orexin receptor antagonist"
"SB415286","glycogen synthase kinase inhibitor"
"SB431542","TGF beta receptor inhibitor"
"SB505124","ALK tyrosine kinase receptor inhibitor"
"SB525334","TGF beta receptor inhibitor"
"SB590885","RAF inhibitor"
"SB705498","TRPV antagonist"
"SB742457","serotonin receptor antagonist"
"SB743921","kinesin-like spindle protein inhibitor"
"SC-514","SYK inhibitor, IKK inhibitor"
"SC144","P glycoprotein inhibitor"
"SCH-527123","CC chemokine receptor antagonist"
"Sclareol","other antifungal"
"Sclareolide","other antifungal"
"Scopine HCl","adrenergic receptor antagonist"
"Scopolamine HBr","acetylcholine receptor antagonist"
"Scopolamine HBr trihydrate","acetylcholine receptor antagonist"
"Scopoletin","cyclooxygenase inhibitor"
"Scriptaid","HDAC inhibitor"
"Secnidazole","microtubule inhibitor, acetylcholinesterase inhibitor"
"Securinine","TP53 activator, GABA receptor antagonist"
"Selamectin","nematocide"
"Seletalisib (UCB-5857)","PI3K inhibitor"
"Selexipag","IP1 prostacyclin receptor agonist, platelet aggregation inhibitor"
"Selpercatinib (LOXO-292. ARRY-192)","RET inhibitor"
"Selumetinib (AZD6244)","MEK inhibitor"
"Semagacestat (LY450139)","gamma secretase inhibitor"
"Semaxanib (SU5416)","VEGFR inhibitor"
"Sennoside A","monoamine oxidase inhibitor"
"Sennoside B","PDGFR tyrosine kinase receptor inhibitor"
"Serabelisib (INK-1117.MLN-1117.TAK-117)","PI3K inhibitor"
"Seratrodast(AA-2414. ABT-001)","prostanoid receptor antagonist"
"Serotonin HCl","growth factor receptor activator"
"Sertaconazole nitrate","sterol demethylase inhibitor"
"Sertraline HCl","selective serotonin reuptake inhibitor (SSRI)"
"Sesamin","NFkB pathway inhibitor"
"Setipiprant(ACT-129968. KYTH-105)","prostaglandin inhibitor"
"Sevoflurane","membrane integrity inhibitor"
"SGC 0946","histone lysine methyltransferase inhibitor"
"SGC-CBP30","bromodomain inhibitor"
"SGI-1027","DNA methyltransferase inhibitor"
"SGI-1776 free base","Pim kinase inhibitor"
"SGX-523","hepatocyte growth factor receptor inhibitor"
"Sildenafil","phosphodiesterase inhibitor"
"Sildenafil Citrate","phosphodiesterase inhibitor"
"Sildenafil Mesylate","phosphodiesterase inhibitor"
"Silibinin","cytochrome P450 inhibitor"
"Silodosin","adrenergic receptor antagonist"
"Simeprevir","HCV inhibitor"
"Simvastatin","HMGCR inhibitor"
"Sinomenine","angiogenesis inhibitor"
"Sinomenine hydrochloride","autophagy inducer"
"Sirtinol","SIRT inhibitor"
"Sisomicin sulfate","bacterial cell wall synthesis inhibitor"
"Sitagliptin phosphate monohydrate","dipeptidyl peptidase inhibitor"
"Sitaxentan sodium","endothelin receptor antagonist"
"Sitravatinib (MGCD516)","VEGFR inhibitor"
"Sivelestat (ONO-5046)","elastase inhibitor"
"Sivelestat sodium tetrahydrate","serine protease inhibitor"
"Skepinone-L","p38 MAPK inhibitor"
"SKI II","sphingosine kinase inhibitor"
"SKLB1002","VEGFR inhibitor"
"SL-327","MEK inhibitor"
"SMI-4a","Pim kinase inhibitor"
"SN-38","topoisomerase inhibitor"
"SNS-032 (BMS-387032)","CDK inhibitor, MCL1 inhibitor, cell cycle inhibitor"
"SNS-314 Mesylate","Aurora kinase inhibitor"
"SNX2112","HSP inhibitor"
"Sodium 4-Aminosalicylate","cyclooxygenase inhibitor"
"Sodium butyrate","HDAC inhibitor"
"Sodium dehydroacetate","bacterial cell wall synthesis inhibitor"
"Sodium dichloroacetate (DCA)","isocitrate dehydrogenase inhibitor"
"Sodium ferulate","thrombin inhibitor"
"Sodium gualenate","cyclooxygenase inhibitor"
"Sodium Houttuyfonate","bacterial cell wall synthesis inhibitor"
"Sodium Monofluorophosphate","inositol monophosphatase inhibitor"
"Sodium Phenylbutyrate","HDAC inhibitor"
"Sodium salicylate","prostanoid receptor antagonist"
"Sodium sulfadiazine","bacterial cell wall synthesis inhibitor"
"Sofalcone","mucus protecting agent"
"Sofosbuvir (PSI-7977. GS-7977)","thymidylate synthase inhibitor"
"Solifenacin succinate","acetylcholine receptor antagonist"
"Solithromycin","protein synthesis inhibitor"
"Somatostatin Acetate","5 alpha reductase inhibitor"
"Sorafenib","PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, RET tyrosine kinase inhibitor, RAF inhibitor, FLT3 inhibitor, KIT inhibitor"
"Sorbitol","mucolytic agent"
"Sotagliflozin (LX4211)","sodium/glucose cotransporter inhibitor"
"Sotalol","adrenergic receptor antagonist"
"Sotrastaurin","PKC inhibitor"
"SP600125","JNK inhibitor"
"Sparfloxacin","bacterial DNA gyrase inhibitor"
"Sparsentan (PS-433540.RE-021.DARA)","endothelin receptor antagonist"
"Spebrutinib (CC-292. AVL-292)","Bruton's tyrosine kinase (BTK) inhibitor"
"Spectinomycin 2HCl","bacterial 30S ribosomal subunit inhibitor"
"Spectinomycin HCl","bacterial 30S ribosomal subunit inhibitor"
"Spiramycin","bacterial 50S ribosomal subunit inhibitor"
"Spironolactone","mineralocorticoid receptor antagonist"
"SRPIN340","serine arginine protein kinase inhibitor"
"SRT1720","SIRT activator"
"SSR128129E","FGFR inhibitor"
"Stattic","STAT inhibitor"
"Stavudine (d4T)","nucleoside reverse transcriptase inhibitor, DNA directed DNA polymerase inhibitor"
"Stearic acid","NFkB Activation"
"StemRegenin 1 (SR1)","aryl hydrocarbon receptor antagonist"
"STF-118804","NAMPT inhibitor"
"STF-62247","autophagy inducer"
"Stiripentol","GABA uptake inhibitor"
"Streptozotocin (STZ)","DNA alkylating agent"
"SU11274","hepatocyte growth factor receptor inhibitor, tyrosine kinase inhibitor"
"Suberohydroxamic acid","HDAC inhibitor"
"Succimer","chelating agent"
"Succinylcholine Chloride Dihydrate","acetylcholine receptor antagonist"
"Succinylsulfathiazole","dihydrofolate reductase inhibitor"
"Sulbactam sodium","beta lactamase inhibitor"
"Sulbenicillin Sodium","bacterial cell wall synthesis inhibitor"
"Sulbutiamine","acetylcholine receptor antagonist"
"Sulconazole Nitrate","sterol demethylase inhibitor"
"Sulfabenzamide","bacterial antifolate"
"Sulfacetamide","PABA antagonist"
"Sulfacetamide Sodium","PABA antagonist"
"Sulfacetamide sodium salt hydrate","autophagy inducer"
"Sulfachloropyridazine","bacterial antifolate"
"Sulfadiazine","bacterial antifolate"
"SulfadiMethoxine sodium","bacterial cell wall synthesis inhibitor"
"Sulfadoxine","dihydropteroate synthase inhibitor"
"Sulfaguanidine","bacterial antifolate"
"sulfaisodimidine","bacterial cell wall synthesis inhibitor"
"Sulfalene(SMPZ)","PABA antagonist"
"Sulfamerazine","bacterial antifolate"
"Sulfameter","dihydrofolate reductase inhibitor"
"Sulfamethazine","PABA antagonist"
"Sulfamethazine Sodium Salt","bacterial cell wall synthesis inhibitor"
"Sulfamethizole","bacterial antifolate"
"Sulfamethoxazole","PABA antagonist"
"Sulfamethoxazole sodium","bacterial cell wall synthesis inhibitor"
"Sulfamethoxypyridazine","bacterial antifolate"
"Sulfamonomethoxine","bacterial antifolate"
"Sulfanilamide","carbonic anhydrase inhibitor"
"Sulfaphenazole","dihydropteroate synthetase inhibitor"
"Sulfapyridine","PABA antagonist"
"Sulfaquinoxaline sodium","bacterial cell wall synthesis inhibitor"
"Sulfasalazine","cyclooxygenase inhibitor"
"Sulfathiazole","dihydropteroate synthase inhibitor"
"Sulfisoxazole","bacterial antifolate"
"sulforaphane","aryl hydrocarbon receptor antagonist, anticancer agent"
"Sulindac","cyclooxygenase inhibitor"
"Sulphadimethoxine","dihydropteroate synthetase inhibitor"
"Sulpiride","dopamine receptor antagonist"
"Sultamicillin","antibacterial"
"Sultamicillin Tosylate","bacterial cell wall synthesis inhibitor"
"Sumatriptan Succinate","serotonin receptor agonist"
"Sunitinib","PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor, RET tyrosine kinase inhibitor, FLT3 inhibitor, KIT inhibitor"
"Suplatast Tosylate","immunoglobulin inhibitor, histamine release inhibitor"
"Suprofen","cyclooxygenase inhibitor"
"Suvorexant (MK-4305)","orexin receptor antagonist"
"Suxibuzone","cyclooxygenase inhibitor"
"Synephrine HCl","adrenergic receptor agonist"
"T0070907","PPAR receptor antagonist"
"T0901317","LXR agonist"
"Tacrine HCl","acetylcholinesterase inhibitor"
"Tacrine hydrochloride hydrate","acetylcholine receptor antagonist"
"Tacrolimus (FK506)","calcineurin inhibitor"
"Tadalafil","phosphodiesterase inhibitor"
"TAE226 (NVP-TAE226)","protein tyrosine kinase inhibitor"
"TAE684 (NVP-TAE684)","ALK tyrosine kinase receptor inhibitor"
"Tafamidis","transthyretin amyloid inhibitor"
"Tafluprost","prostaglandin inhibitor"
"TAK-285","EGFR inhibitor"
"TAK-632","RAF inhibitor"
"TAK-659","spleen associated tyrosine kinase inhibitor"
"TAK-700 (Orteronel)","cytochrome P450 inhibitor"
"TAK-715","p38 MAPK inhibitor"
"TAK-733","MEK inhibitor"
"TAK-875","insulin secretagogue"
"TAK-901","Aurora kinase inhibitor"
"Talabostat (Val-boroPro. PT-100)","fibroblast activation protein inhibitor, dipeptidyl peptidase inhibitor"
"Taladegib (LY2940680)","smoothened receptor antagonist"
"Talniflumate","cyclooxygenase inhibitor"
"Tamibarotene","retinoid receptor agonist"
"Tamoxifen Citrate","selective estrogen receptor modulator (SERM), estrogen receptor antagonist"
"Tamsulosin","adrenergic receptor antagonist"
"Tandutinib (MLN518)","KIT inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor"
"Tangeretin","cell cycle inhibitor"
"Tannic acid","CC chemokine receptor antagonist"
"Tanshinone I","anti-inflammatory agent, AP inhibitor, interleukin inhibitor"
"Tanshinone IIA","anti-inflammatory agent, interleukin inhibitor"
"Tanshinone IIA sulfonate (sodium)","potassium channel activator"
"Tariquidar","P glycoprotein inhibitor"
"Tartaric acid","VEGFR inhibitor, antioxidant, FLT3 inhibitor, Aurora kinase inhibitor"
"TAS-102","thymidylate synthase inhibitor"
"TAS-116","HSP inhibitor"
"TAS-120","FGFR inhibitor"
"TAS6417","EGFR inhibitor"
"Tasimelteon","melatonin receptor agonist"
"Tasisulam","apoptosis stimulant"
"Taurine","antioxidant"
"Taurolidine","apoptosis stimulant"
"Tauroursodeoxycholic Acid (TUDCA)","cholesterol inhibitor"
"Tavaborole (AN-2690)","leucyl-tRNA synthetase inhibitor"
"Taxifolin (Dihydroquercetin)","opioid receptor antagonist"
"Tazarotene","retinoid receptor agonist"
"Tazemetostat (EPZ-6438)","histone lysine methyltransferase inhibitor"
"Tazobactam","beta lactamase inhibitor"
"TCID","DUB inhibitor"
"TCS 359","FLT3 inhibitor"
"Tedizolid","protein synthesis inhibitor, bacterial 50S ribosomal subunit inhibitor"
"Tedizolid Phosphate","protein synthesis inhibitor"
"Tegaserod Maleate","serotonin receptor partial agonist"
"Teicoplanin","bacterial cell wall synthesis inhibitor"
"Telaprevir (VX-950)","HCV inhibitor"
"Telatinib","KIT inhibitor, VEGFR inhibitor, PDGFR tyrosine kinase receptor inhibitor"
"Telbivudine","DNA polymerase inhibitor"
"Telmisartan","angiotensin receptor antagonist"
"Telotristat Etiprate (LX 1606 Hippurate)","tryptophan hydroxylase inhibitor"
"Temocapril HCl","angiotensin converting enzyme inhibitor"
"Temozolomide","DNA alkylating agent"
"Tempol","free radical scavenger"
"Temsavir (BMS-626529)","HIV attachment inhibitor"
"Temsirolimus (CCI-779. NSC 683864)","mTOR inhibitor"
"Tenalisib (RP6530)","PI3K inhibitor"
"Teneligliptin hydrobromide","dipeptidyl peptidase inhibitor"
"Teniposide","topoisomerase inhibitor"
"Tenofovir","nucleoside reverse transcriptase inhibitor, HIV integrase inhibitor"
"Tenofovir Alafenamide (GS-7340)","nucleoside reverse transcriptase inhibitor"
"Tenofovir Disoproxil Fumarate","nucleoside reverse transcriptase inhibitor"
"Tenovin-1","TP53 activator, SIRT inhibitor"
"Tenovin-6","SIRT inhibitor"
"Tenoxicam","cyclooxygenase inhibitor"
"Tepotinib (EMD 1214063)","hepatocyte growth factor receptor inhibitor"
"Teprenone","mucus protecting agent"
"Terazosin HCl","adrenergic receptor antagonist"
"Terazosin HCl Dihydrate","adrenergic receptor antagonist"
"Terbinafine","fungal squalene epoxidase inhibitor"
"Terbutaline Sulfate","adrenergic receptor antagonist"
"Terconazole","sterol demethylase inhibitor"
"Terfenadine","histamine receptor antagonist"
"Teriflunomide","dihydroorotate dehydrogenase inhibitor"
"Terlipressin Acetate","vasopressin receptor agonist"
"Terpinen-4-ol","bacterial cell wall synthesis inhibitor"
"Testosterone Enanthate","androgen receptor agonist"
"Tetrabenazine (Xenazine)","dopamine receptor antagonist"
"Tetracaine HCl","membrane integrity inhibitor"
"Tetraethylammonium bromide","potassium channel blocker"
"Tetrahydropalmatine","dopamine receptor antagonist"
"Tetrahydrozoline HCl","adrenergic receptor agonist"
"Tetramisole HCl","immunostimulant"
"Tetrandrine","calcium channel blocker"
"Tetryzoline","adrenergic receptor agonist"
"Tezacaftor?(VX-661)","CFTR channel agonist"
"TG003","CLK inhibitor"
"TG100-115","PI3K inhibitor"
"TG100713","PI3K inhibitor"
"TG101209","JAK inhibitor"
